,year,month,day,hour,万寿西宫,万柳,东四,东四环,东高村,丰台花园,云岗,亦庄,农展馆,前门,北部新区,南三环,古城,大兴,天坛,奥体中心,官园,平谷,永定门内,琉璃河,西直门北,通州,门头沟,顺义
51,2018,1,3,3,0.3,0.4,0.6,0.1,0.3,0.4,0.2,0.3,0.4,0.3,0.3,0.4,0.3,0.8,0.3,0.3,0.3,0.7,0.3,3.6,0.4,0.4,0.3,0.3
52,2018,1,3,4,0.3,0.4,0.6,0.2,0.3,0.4,0.2,0.3,0.4,0.3,0.3,0.4,0.3,0.8,0.3,0.3,0.3,0.7,0.4,3.6,0.4,0.3,0.2,0.3
53,2018,1,3,5,0.3,0.5,0.7,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.2,0.4,0.3,0.8,0.3,0.4,0.4,0.7,0.4,3.6,0.4,0.4,0.3,0.3
54,2018,1,3,6,0.3,0.5,0.7,0.4,0.3,0.4,0.4,0.3,0.4,0.4,0.2,0.4,0.3,0.9,0.4,0.4,0.4,0.8,0.4,3.6,0.5,0.4,0.3,0.3
55,2018,1,3,7,0.4,0.6,0.8,0.4,0.3,0.5,0.3,0.4,0.4,0.4,0.2,0.5,0.5,0.9,0.4,0.5,0.5,0.8,0.5,3.6,0.6,0.5,0.3,0.4
56,2018,1,3,8,0.4,0.6,0.8,0.4,0.3,0.5,0.3,0.4,0.5,0.5,0.2,0.6,0.6,0.9,0.5,0.4,0.4,0.8,0.6,3.6,0.7,0.5,0.3,0.4
57,2018,1,3,9,0.4,0.5,0.8,0.4,0.3,0.5,0.3,0.4,0.5,0.4,0.2,0.5,0.4,0.9,0.4,0.4,0.4,0.8,0.5,3.4,0.7,0.6,0.3,0.4
58,2018,1,3,10,0.3,0.4,0.8,0.5,0.3,0.5,0.3,0.4,0.4,0.4,0.2,0.5,0.4,0.9,0.4,0.4,0.4,0.8,0.4,3.6,0.6,0.6,0.3,0.4
59,2018,1,3,11,0.3,0.4,0.8,0.4,0.2,0.4,0.3,0.4,0.4,0.4,0.2,0.5,0.3,0.9,0.4,0.4,0.4,0.7,0.4,1.5,0.5,0.5,0.3,0.3
60,2018,1,3,12,0.3,0.3,0.8,0.3,0.2,0.4,0.3,0.4,0.4,0.4,0.2,0.4,0.3,0.9,0.3,0.4,0.4,0.7,0.4,1.1,0.5,0.4,0.3,0.3
61,2018,1,3,13,0.3,0.2,0.8,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.1,0.4,0.3,0.9,0.4,0.4,0.3,0.7,0.4,1.55,0.4,0.4,0.3,0.3
62,2018,1,3,14,0.3,0.2,0.7,0.1,0.3,0.3,0.2,0.4,0.3,0.3,0.1,0.4,0.3,0.9,0.3,0.3,0.3,0.7,0.4,2.0,0.4,0.4,0.2,0.3
63,2018,1,3,15,0.3,0.2,0.7,0.1,0.3,0.3,0.2,0.3,0.3,0.3,0.1,0.5,0.3,0.8,0.3,0.3,0.3,0.7,0.4,1.9,0.4,0.4,0.2,0.2
64,2018,1,3,16,0.3,0.2,0.7,0.1,0.3,0.3,0.2,0.3,0.3,0.4,0.1,0.5,0.3,0.9,0.3,0.3,0.3,0.7,0.4,1.9,0.5,0.4,0.2,0.3
